>>>>>Begin Spectral Data<<<<<,W/m^2/nm
829.51,0.047011231
829.825,0.050842032
830.14,0.045125928
830.456,0.044332783
830.771,0.054195239
831.086,0.045332398
831.401,0.0351254
831.716,0.050454414
832.031,0.054999323
832.346,0.04362796
832.661,0.04688494
832.976,0.051120235
833.29,0.049555022
833.605,0.039446008
833.92,0.049638747
834.234,0.053670837
834.549,0.046860876
834.863,0.05649944
835.178,0.05428247
835.492,0.047107711
835.806,0.054741195
836.121,0.05205357
836.435,0.048706279
836.749,0.041749705
837.063,0.046171865
837.377,0.047804683
837.691,0.05010408
838.005,0.047043259
838.319,0.056710829
838.633,0.048891594
838.946,0.065989353
839.26,0.055559167
839.574,0.064670629
839.887,0.048196908
840.201,0.062201773
840.514,0.042529225
840.828,0.067874661
841.141,0.057579141
841.455,0.054018259
841.768,0.059553076
842.081,0.057495546
842.394,0.043540488
842.707,0.046786936
843.02,0.058165831
843.333,0.061878215
843.646,0.061024478
843.959,0.050305709
844.272,0.051345598
844.585,0.057063359
844.898,0.064721912
845.21,0.060994408
845.523,0.046934606
845.835,0.057921454
846.148,0.04969503
846.46,0.04745804
846.773,0.058565026
847.085,0.062845339
847.397,0.064219474
847.71,0.055458422
848.022,0.059351614
848.334,0.053452422
848.646,0.055713855
848.958,0.051698779
849.27,0.055630705
849.582,0.044966793
849.894,0.058192016
850.205,0.064219986
850.517,0.055579749
850.829,0.05280793
851.141,0.061143006
851.452,0.062638279
851.764,0.059065498
852.075,0.059269641
852.386,0.055152534
852.698,0.059745976
853.009,0.06648391
853.32,0.06233961
853.632,0.048571124
853.943,0.063273424
854.254,0.063115329
854.565,0.054063568
854.876,0.060933514
855.187,0.067400867
855.497,0.059094159
855.808,0.084154709
856.119,0.071842135
856.43,0.06889754
856.74,0.065930347
857.051,0.065758912
857.361,0.061904283
857.672,0.06856249
857.982,0.073026271
858.293,0.063036175
858.603,0.05402501
858.913,0.062165761
859.223,0.080700496
859.533,0.069235598
859.844,0.066205386
860.154,0.06457855
860.464,0.067715042
860.773,0.069915869
861.083,0.074542829
861.393,0.068485327
861.703,0.070779916
862.013,0.087260869
862.322,0.072898167
862.632,0.077132462
862.941,0.066563745
863.251,0.072498008
863.56,0.070227191
863.869,0.067730359
864.179,0.088573386
864.488,0.079998884
864.797,0.079765498
865.106,0.060921833
865.415,0.086386633
865.724,0.071797291
866.033,0.054827888
866.342,0.072487649
866.651,0.069373207
866.96,0.081041434
867.269,0.093094183
867.577,0.084185538
867.886,0.080218028
868.195,0.064875677
868.503,0.076161514
868.812,0.082570518
869.12,0.062314562
869.428,0.066626793
869.737,0.066694622
870.045,0.072133267
870.353,0.082668466
870.661,0.068460558
870.969,0.072891474
871.277,0.080804004
871.585,0.085832729
871.893,0.087157769
872.201,0.098725896
872.509,0.089626693
872.817,0.097587351
873.124,0.082949243
873.432,0.095236135
873.739,0.073253187
874.047,0.070376892
874.354,0.083796454
874.662,0.086860518
874.969,0.090390219
875.276,0.092930677
875.584,0.089964143
875.891,0.121824343
876.198,0.067333307
876.505,0.086034303
876.812,0.086131853
877.119,0.07761741
877.426,0.09051012
877.733,0.072699203
878.04,0.077640598
878.346,0.09259243
878.653,0.087675538
878.96,0.075708685
879.266,0.085867231
879.573,0.071196693
879.879,0.094889641
880.185,0.069711833
880.492,0.096349482
880.798,0.095697371
881.104,0.090503586
881.411,0.097809323
881.717,0.079849004
882.023,0.084474422
882.329,0.103977689
882.635,0.106095857
882.941,0.115741315
883.246,0.098709382
883.552,0.111188446
883.858,0.105011295
884.164,0.097340558
884.469,0.100138287
884.775,0.077510558
885.08,0.103685737
885.386,0.114365259
885.691,0.095801096
885.996,0.113065657
886.302,0.097183068
886.607,0.121108088
886.912,0.092762271
887.217,0.092662151
887.522,0.099248446
887.827,0.124228008
888.132,0.090340896
888.437,0.112455179
888.742,0.099845618
889.046,0.101260239
889.351,0.102752191
889.656,0.113203665
889.96,0.111677809
890.265,0.098816056
890.569,0.092611673
890.874,0.114693187
891.178,0.101642331
891.483,0.08401494
891.787,0.11155243
892.091,0.102298088
892.395,0.106925259
892.699,0.129293546
893.003,0.108469721
893.307,0.103068765
893.611,0.116148725
893.915,0.113821873
894.219,0.105283825
894.523,0.091891793
894.826,0.111421474
895.13,0.105170717
895.433,0.09797504
895.737,0.097189542
896.04,0.111250996
896.344,0.112831873
896.647,0.100801394
896.95,0.128662092
897.254,0.113441952
897.557,0.121451594
897.86,0.115842908
898.163,0.107833267
898.466,0.123006554
898.769,0.121396036
899.072,0.127815458
899.375,0.108354343
899.677,0.105920478
899.98,0.131858665
900.283,0.098408367
900.585,0.127779681
900.888,0.108855657
901.191,0.097364622
901.493,0.101254562
901.795,0.11528988
902.098,0.099367649
902.4,0.102690837
902.702,0.127534402
903.004,0.120848466
903.306,0.114001594
903.608,0.110638845
903.91,0.125766135
904.212,0.145108147
904.514,0.115342789
904.816,0.130648048
905.118,0.11023761
905.42,0.123708785
905.721,0.142492829
906.023,0.127006135
906.324,0.137252988
906.626,0.126871514
906.927,0.121503108
907.228,0.132816892
907.53,0.129195896
907.831,0.106161753
908.132,0.138621594
908.433,0.143046673
908.734,0.124264542
909.035,0.117797829
909.336,0.134643745
909.637,0.12452749
909.938,0.158870438
910.239,0.118569522
910.54,0.124731155
910.84,0.124474203
911.141,0.121421036
911.441,0.129544064
911.742,0.150898606
912.042,0.133049203
912.343,0.142249343
912.643,0.129703267
912.943,0.145645797
913.244,0.128175259
913.544,0.110516833
913.844,0.13628247
914.144,0.132107729
914.444,0.122984821
914.744,0.128525458
915.044,0.194438247
915.343,0.100996494
915.643,0.158210598
915.943,0.147895936
916.243,0.143235657
916.542,0.134719064
916.842,0.134338167
917.141,0.179240438
917.441,0.144623267
917.74,0.161031315
918.039,0.135041673
918.338,0.170753685
918.638,0.138437928
918.937,0.188226932
919.236,0.158770637
919.535,0.151878884
919.834,0.150385657
920.133,0.159462769
920.431,0.154219124
920.73,0.125853187
921.029,0.146128924
921.328,0.159227988
921.626,0.170893984
921.925,0.168920359
922.223,0.163860598
922.522,0.192100239
922.82,0.126652032
923.118,0.162129084
923.417,0.198551355
923.715,0.181721673
924.013,0.164967012
924.311,0.172963964
924.609,0.184210398
924.907,0.164595
925.205,0.178415398
925.503,0.170331793
925.801,0.213438725
926.098,0.19469749
926.396,0.212920319
926.694,0.140718008
926.991,0.150355319
927.289,0.188186952
927.586,0.194888725
927.884,0.208319602
928.181,0.192447789
928.478,0.174970159
928.775,0.184414343
929.073,0.174796932
929.37,0.165021275
929.667,0.216993944
929.964,0.18623498
930.261,0.186784402
930.557,0.21380243
930.854,0.256448127
931.151,0.176804104
931.448,0.231470677
931.744,0.204143426
932.041,0.198038606
932.337,0.20905259
932.634,0.220244542
932.93,0.240070916
933.227,0.177393685
933.523,0.252529323
933.819,0.233685657
934.115,0.250175378
934.412,0.219794422
934.708,0.209903386
935.004,0.254010518
935.3,0.198453586
935.595,0.214424382
935.891,0.232931773
936.187,0.211620319
936.483,0.291885259
936.778,0.269015857
937.074,0.233736096
937.369,0.261645717
937.665,0.259405777
937.96,0.257367928
938.256,0.272941434
938.551,0.220051793
938.846,0.247013546
939.141,0.230959124
939.437,0.238321076
939.732,0.225549084
940.027,0.21438496
940.322,0.296466454
940.617,0.288641036
940.911,0.254939143
941.206,0.222588207
941.501,0.330948406
941.796,0.261595518
942.09,0.25640506
942.385,0.258342629
942.679,0.306111414
942.974,0.267582371
943.268,0.259478247
943.562,0.237004542
943.857,0.321385259
944.151,0.308641434
944.445,0.335947948
944.739,0.277247928
945.033,0.233073705
945.327,0.25183004
945.621,0.275762669
945.915,0.339341594
946.208,0.329951155
946.502,0.308438247
946.796,0.319455239
947.089,0.310298008
947.383,0.29872488
947.676,0.32193257
947.97,0.278525498
948.263,0.350037649
948.557,0.356945398
948.85,0.348171992
949.143,0.288659761
949.436,0.385986275
949.729,0.309720359
950.022,0.338966056
950.315,0.34172749
950.608,0.382270916
950.901,0.36611494
951.194,0.315536813
951.487,0.293278625
951.779,0.326245538
952.072,0.41892759
952.364,0.417750876
952.657,0.363957131
952.949,0.444239363
953.242,0.340759363
953.534,0.352637689
953.826,0.369499283
954.118,0.397584303
954.411,0.376205259
954.703,0.390742948
954.995,0.380078984
955.287,0.415462988
955.579,0.33848749
955.87,0.370418048
956.162,0.391132749
956.454,0.415800598
956.746,0.359637849
957.037,0.434768446
957.329,0.519334422
957.62,0.526625478
957.912,0.479387331
958.203,0.44596757
958.494,0.418882032
958.786,0.486132271
959.077,0.382092271
959.368,0.423681693
959.659,0.407464861
959.95,0.427557052
960.241,0.471073068
960.532,0.43197761
960.823,0.430366454
961.114,0.444995179
961.404,0.509993227
961.695,0.347773386
961.986,0.405963984
962.276,0.46207988
962.567,0.419371713
962.857,0.540534562
963.147,0.524189004
963.438,0.491548048
963.728,0.502873307
964.018,0.465815139
964.308,0.672622888
964.598,0.488913426
964.888,0.436773625
965.178,0.489701594
965.468,0.531884622
965.758,0.529621673
966.048,0.558517769
966.338,0.613277211
966.627,0.586126016
966.917,0.49111494
967.206,0.514925259
967.496,0.693476534
967.785,0.588705598
968.075,0.519269243
968.364,0.61948745
968.653,0.52920741
968.942,0.665228765
969.232,0.520188944
969.521,0.573787351
969.81,0.48844243
970.099,0.550878526
970.388,0.739488645
970.676,0.70704757
970.965,0.681356534
971.254,0.732436016
971.543,0.723313147
971.831,0.686556135
972.12,0.574312649
972.408,0.781424701
972.697,0.780708068
972.985,0.604985936
973.273,0.711930438
973.561,0.717005299
973.85,0.569406454
974.138,0.689668207
974.426,0.862061155
974.714,0.689048606
975.002,0.593952988
975.29,0.717972908
975.577,0.766416335
975.865,0.815650996
976.153,0.706946016
976.441,0.745587251
976.728,0.644706773
977.016,0.922575697
977.303,0.788254781
977.59,0.623697211
977.878,0.81364502
978.165,0.590143625
978.452,0.640403386
978.74,0.881114741
979.027,0.640218327
979.314,0.848226693
979.601,0.867135458
979.888,0.68031494
980.174,0.673815737
980.461,0.962900797
980.748,0.855242032
981.035,0.941881275
981.321,0.757731873
981.608,0.907250199
981.894,0.713502191
982.181,0.928851394
982.467,0.878199203
982.754,1.105175498
983.04,1.016840637
983.326,1.050965737
983.612,0.791820717
983.898,0.979254183
984.184,0.830651195
984.47,0.932242231
984.756,1.125717131
985.042,0.854903785
985.328,0.959263745
985.614,0.85287251
985.899,0.943684263
986.185,0.833126892
986.47,1.051167131
986.756,1.124180876
987.041,1.109701195
987.327,1.01260239
987.612,0.906549801
987.897,1.026014343
988.182,1.307650398
988.468,0.884134661
988.753,1.177030876
989.038,0.981394024
989.323,1.120414343
989.607,1.126416335
989.892,0.897034263
990.177,1.220671315
990.462,1.243750797
990.746,1.068439841
991.031,1.216867331
991.315,0.96914761
991.6,1.254215538
991.884,1.216807769
992.169,1.423882072
992.453,1.39779761
992.737,1.403901992
993.021,1.209212749
993.305,1.260466135
993.59,1.209075896
993.874,1.394444223
994.157,1.337199004
994.441,1.342163546
994.725,1.0898749
995.009,1.4602749
995.293,1.550338247
995.576,1.481184263
995.86,1.496375896
996.143,1.202749004
996.427,1.398253386
996.71,1.620174502
996.993,1.432356574
997.277,1.308539841
997.56,1.788528287
997.843,1.452406375
998.126,1.712700598
998.409,1.295328287
998.692,1.550560757
998.975,1.571420319
999.258,1.286551195
999.541,1.366305179
999.823,1.453456972
1000.106,1.699294024
1000.388,1.413623108
1000.671,1.634801594
1000.954,1.667171315
1001.236,1.661823108
1001.518,1.632834861
1001.801,1.923705179
1002.083,1.871696016
1002.365,1.941936255
1002.647,1.551546215
1002.929,2.016043028
1003.211,2.188044622
1003.493,1.624923506
1003.775,1.657565139
1004.057,1.918141833
1004.338,2.061678287
1004.62,2.01458008
1004.902,1.801939841
1005.183,2.182215139
1005.465,2.143181673
1005.746,2.052113546
1006.028,2.080272908
1006.309,2.159806773
1006.59,2.131441434
1006.871,1.76850757
1007.153,2.598913147
1007.434,2.309128287
1007.715,2.667987251
1007.996,1.990605179
1008.277,1.829418327
1008.557,2.11153745
1008.838,1.761660558
1009.119,2.183670717
1009.4,2.868219522
1009.68,2.590173506
1009.961,2.272798406
1010.241,2.754527689
1010.522,2.373915538
1010.802,2.577742629
1011.082,2.559873108
1011.362,2.777080478
1011.643,2.825643825
1011.923,2.632973705
1012.203,2.472203785
1012.483,2.272338645
1012.763,3.524385657
1013.042,2.859882072
1013.322,3.426843825
1013.602,2.681083665
1013.882,2.511522709
1014.161,2.867469522
1014.441,2.939442231
1014.72,2.816040837
1015,2.782798406
1015.279,2.565289442
1015.558,3.226560956
1015.838,2.789686056
1016.117,3.025194024
1016.396,2.796558964
1016.675,3.139199801
1016.954,3.06381992
1017.233,2.833350996
1017.512,2.909760159
1017.791,3.493956175
1018.07,3.716016932
1018.348,3.67838008
1018.627,2.885123506
1018.905,3.436405578
1019.184,3.577000398
1019.462,2.856824701
1019.741,3.093652988
1020.019,2.815416733
1020.297,3.052685259
1020.576,2.305911952
1020.854,3.545290837
1021.132,3.43238247
1021.41,3.43238247
1021.688,3.43238247
