>>>>>Begin Spectral Data<<<<<,W/m^2/nm
379.024,0.040562456
379.4,0.033693371
379.777,0.039601912
380.154,0.045751972
380.53,0.038826574
380.907,0.047962606
381.284,0.045132749
381.66,0.047680996
382.037,0.040871291
382.413,0.037525769
382.79,0.0307971
383.166,0.045120438
383.542,0.042575745
383.919,0.034415932
384.295,0.042100392
384.671,0.049651347
385.047,0.035120271
385.423,0.038978534
385.799,0.033034518
386.176,0.03240792
386.552,0.041259757
386.928,0.036277241
387.303,0.034417207
387.679,0.035345349
388.055,0.034037715
388.431,0.033968211
388.807,0.039495538
389.183,0.035044064
389.558,0.028832669
389.934,0.033615618
390.309,0.029829243
390.685,0.034561912
391.061,0.028505151
391.436,0.028204464
391.811,0.024408954
392.187,0.028510118
392.562,0.029705791
392.938,0.031663444
393.313,0.024007996
393.688,0.028237339
394.063,0.028546861
394.438,0.02701747
394.814,0.033355151
395.189,0.02826441
395.564,0.029439235
395.939,0.025514223
396.314,0.024525639
396.689,0.025917211
397.063,0.026647398
397.438,0.024957042
397.813,0.028842647
398.188,0.031240972
398.563,0.031408311
398.937,0.023718112
399.312,0.026558934
399.686,0.027743217
400.061,0.029370092
400.435,0.023109434
400.81,0.027062056
401.184,0.026662773
401.559,0.025186608
401.933,0.027079649
402.307,0.027694239
402.682,0.02579012
403.056,0.027928536
403.43,0.028332396
403.804,0.028288048
404.178,0.024066281
404.552,0.028266414
404.926,0.023380008
405.3,0.022183028
405.674,0.019174171
406.048,0.025138936
406.422,0.024649116
406.796,0.022540394
407.169,0.026701028
407.543,0.024428797
407.917,0.027668618
408.291,0.026252916
408.664,0.023765213
409.038,0.025370028
409.411,0.024561386
409.785,0.024087371
410.158,0.021411871
410.531,0.017885988
410.905,0.023882968
411.278,0.021566653
411.651,0.023821586
412.025,0.019565767
412.398,0.021211888
412.771,0.015418056
413.144,0.016501086
413.517,0.024470247
413.89,0.020086139
414.263,0.018335697
414.636,0.023165767
415.009,0.018978813
415.382,0.025292641
415.755,0.024382038
416.127,0.022156351
416.5,0.01999659
416.873,0.025160643
417.245,0.025846096
417.618,0.025610068
417.991,0.023165767
418.363,0.024989311
418.736,0.023848494
419.108,0.018944631
419.48,0.021588239
419.853,0.023015325
420.225,0.022043594
420.597,0.025095725
420.97,0.019079283
421.342,0.020937743
421.714,0.023000343
422.086,0.022191155
422.458,0.025616813
422.83,0.024948418
423.202,0.022110994
423.574,0.024778701
423.946,0.023748805
424.318,0.020237484
424.69,0.023503127
425.061,0.021158303
425.433,0.02157212
425.805,0.020723068
426.177,0.02648509
426.548,0.02905546
426.92,0.02152894
427.291,0.024649219
427.663,0.023608367
428.034,0.024111556
428.406,0.026882444
428.777,0.026916633
429.148,0.024423271
429.519,0.027645108
429.891,0.022967139
430.262,0.025370319
430.633,0.023577514
431.004,0.025178845
431.375,0.031697982
431.746,0.025948498
432.117,0.027634267
432.488,0.029433155
432.859,0.028432319
433.23,0.032480124
433.601,0.033853618
433.971,0.032847347
434.342,0.033823207
434.713,0.032834163
435.083,0.036273149
435.454,0.037353641
435.825,0.038790809
436.195,0.038025622
436.566,0.042161068
436.936,0.044412351
437.306,0.040172679
437.677,0.040852988
438.047,0.045075841
438.417,0.049780861
438.788,0.046933369
439.158,0.050658239
439.528,0.052483629
439.898,0.051287127
440.268,0.060261375
440.638,0.057271586
441.008,0.06013142
441.378,0.061780876
441.748,0.068781992
442.118,0.069968606
442.487,0.070149833
442.857,0.071095359
443.227,0.076530942
443.597,0.083621434
443.966,0.076412871
444.336,0.087521133
444.705,0.094215287
445.075,0.093862554
445.444,0.089625964
445.814,0.098687032
446.183,0.104248841
446.552,0.106124068
446.922,0.109522327
447.291,0.110927052
447.66,0.125163211
448.029,0.122309074
448.398,0.13067498
448.768,0.134283837
449.137,0.138087775
449.506,0.14580648
449.875,0.150686773
450.243,0.146153976
450.612,0.156205237
450.981,0.160191335
451.35,0.168100141
451.719,0.182140761
452.087,0.182906833
452.456,0.18925249
452.825,0.204896912
453.193,0.20844009
453.562,0.214823586
453.93,0.21582043
454.299,0.224339333
454.667,0.233870809
455.035,0.240896092
455.404,0.25194
455.772,0.25014745
456.14,0.256782948
456.508,0.264711233
456.877,0.25768208
457.245,0.264868817
457.613,0.263903556
457.981,0.277211904
458.349,0.278066438
458.717,0.268806106
459.085,0.278031187
459.452,0.281997574
459.82,0.27020238
460.188,0.272497705
460.556,0.27585212
460.923,0.262031737
461.291,0.261927078
461.659,0.255909681
462.026,0.252483167
462.394,0.248180422
462.761,0.235573392
463.128,0.234549004
463.496,0.225601689
463.863,0.221036827
464.23,0.213770384
464.598,0.20530198
464.965,0.194169303
465.332,0.189608257
465.699,0.180513179
466.066,0.175873195
466.433,0.177219404
466.8,0.165559522
467.167,0.15847889
467.534,0.1590749
467.901,0.156213018
468.268,0.145148594
468.635,0.138766094
469.001,0.136898582
469.368,0.133404084
469.735,0.128307426
470.101,0.123924454
470.468,0.125845673
470.834,0.115368566
471.201,0.116643347
471.567,0.114253888
471.934,0.106387727
472.3,0.106017825
472.666,0.099944592
473.032,0.097402709
473.399,0.102121291
473.765,0.099763554
474.131,0.096709482
474.497,0.09360559
474.863,0.085645787
475.229,0.088033657
475.595,0.081995518
475.961,0.085934131
476.327,0.079144327
476.693,0.075534183
477.058,0.075674968
477.424,0.072402645
477.79,0.071540709
478.156,0.067928068
478.521,0.065894677
478.887,0.066943645
479.252,0.060310857
479.618,0.058354104
479.983,0.056731643
480.348,0.054499928
480.714,0.0503389
481.079,0.052008984
481.444,0.053348422
481.81,0.047695602
482.175,0.04618705
482.54,0.044472012
482.905,0.044244924
483.27,0.044745687
483.635,0.041914506
484,0.04162742
484.365,0.042693131
484.73,0.038168299
485.095,0.035947697
485.459,0.034308088
485.824,0.035437801
486.189,0.034090948
486.553,0.035063267
486.918,0.032790088
487.283,0.030412918
487.647,0.031512689
488.012,0.029525112
488.376,0.028581223
488.74,0.029214861
489.105,0.027050456
489.469,0.024848247
489.833,0.026265438
490.198,0.026701201
490.562,0.025617036
490.926,0.025354964
491.29,0.025345355
491.654,0.025470837
492.018,0.021594693
492.382,0.024086582
492.746,0.02037251
493.11,0.021114293
493.474,0.020761355
493.837,0.021497203
494.201,0.017674757
494.565,0.018039592
494.928,0.017772386
495.292,0.018013713
495.656,0.017410518
496.019,0.018464311
496.383,0.019361687
496.746,0.015951512
497.109,0.018193147
497.473,0.016828446
497.836,0.016709641
498.199,0.017041179
498.563,0.016511606
498.926,0.014040341
499.289,0.016217424
499.652,0.015089191
500.015,0.013805765
500.378,0.014680892
500.741,0.012988932
501.104,0.014330888
501.467,0.014155769
501.829,0.013052259
502.192,0.013978004
502.555,0.013225894
502.918,0.013110293
503.28,0.014035805
503.643,0.013804369
504.005,0.01183751
504.368,0.010531968
504.73,0.011736335
505.093,0.009212757
505.455,0.012768781
505.817,0.011793641
506.18,0.012252558
506.542,0.010187665
506.904,0.011237241
507.266,0.009588068
507.628,0.011407679
507.991,0.010952948
508.353,0.010384133
508.715,0.010611614
509.076,0.009758735
509.438,0.011703167
509.8,0.009561239
510.162,0.011421347
510.524,0.010181199
510.885,0.010688522
511.247,0.01046302
511.609,0.01108298
511.97,0.009644843
512.332,0.01115346
512.693,0.012326679
513.055,0.011767982
513.416,0.008918671
513.778,0.01025959
514.139,0.009589018
514.5,0.010501004
514.861,0.009005737
515.223,0.009947251
515.584,0.009061068
515.945,0.009504159
516.306,0.009337944
516.667,0.008815655
517.028,0.009309627
517.389,0.008760819
517.75,0.00996811
518.11,0.008980165
518.471,0.009309627
518.832,0.009715279
519.193,0.007920438
519.553,0.00906251
519.914,0.009116853
520.274,0.008736235
520.635,0.00884492
520.995,0.008518645
521.356,0.009932649
521.716,0.007417211
522.076,0.009033972
522.437,0.006932139
522.797,0.009249584
523.157,0.0085489
523.517,0.006932139
523.877,0.00852404
524.238,0.008630749
524.598,0.009271649
524.958,0.008791028
525.317,0.008844382
525.677,0.006174287
526.037,0.008497974
526.397,0.007863008
526.757,0.008127524
527.116,0.007863008
527.476,0.008974145
527.836,0.008233458
528.195,0.007386837
528.555,0.007333976
528.914,0.00876249
529.274,0.009344382
529.633,0.008051566
529.993,0.008051566
530.352,0.007370378
530.711,0.009257052
531.07,0.009833506
531.429,0.007475112
531.789,0.007894466
532.148,0.008261243
532.507,0.007527478
532.866,0.007213068
533.225,0.007894466
533.584,0.007160701
533.942,0.007055757
534.301,0.008575653
534.66,0.009257052
535.019,0.007684789
535.377,0.00815651
535.736,0.009047375
536.095,0.007213068
536.453,0.007213068
536.812,0.007999199
537.17,0.006793713
537.528,0.007841888
537.887,0.009152319
538.245,0.008523287
538.603,0.009414363
538.962,0.007789522
539.32,0.009886084
539.678,0.008208876
540.036,0.008208876
540.394,0.008366187
540.752,0.007841888
541.11,0.008680598
541.468,0.010357805
541.826,0.009519096
542.184,0.008995008
542.541,0.010410171
542.899,0.008523287
543.257,0.009571462
543.614,0.008732964
543.972,0.008680598
544.33,0.009676406
544.687,0.008942641
545.045,0.010200494
545.402,0.009781139
545.759,0.010934259
546.117,0.009728773
546.474,0.009886084
546.831,0.007999199
547.188,0.007999199
547.546,0.009309418
547.903,0.007684789
548.26,0.007841888
548.617,0.008785331
548.974,0.010043183
549.331,0.009047375
549.687,0.00831361
550.044,0.006741347
550.401,0.009309418
550.758,0.008183307
551.114,0.007871863
551.471,0.008858277
551.828,0.007352719
552.184,0.007093147
552.541,0.008027689
552.897,0.006729622
553.254,0.007508337
553.61,0.008339133
553.966,0.008598705
554.323,0.00647005
554.679,0.007404592
555.035,0.009948436
555.391,0.007664163
555.747,0.007716036
556.103,0.00870245
556.459,0.006885448
556.815,0.007871863
557.171,0.010779233
557.527,0.008287261
557.883,0.006729622
558.239,0.006833576
558.594,0.008391006
558.95,0.008183307
559.306,0.008391006
559.661,0.008442878
560.017,0.007560418
560.372,0.007612291
560.728,0.006574004
561.083,0.008027689
561.438,0.008131434
561.794,0.008650578
562.149,0.007196892
562.504,0.00937742
562.859,0.007716036
563.215,0.00714502
563.57,0.007508337
563.925,0.007612291
564.28,0.005691335
564.635,0.008806404
564.99,0.006989193
565.344,0.006729622
565.699,0.007923735
566.054,0.008568191
566.409,0.008053992
566.763,0.008568191
567.118,0.006819873
567.473,0.008516813
567.827,0.007334072
568.182,0.007282693
568.536,0.008979633
568.891,0.008516813
569.245,0.007025594
569.599,0.00836247
569.953,0.008773912
570.308,0.006716908
570.662,0.007436829
571.016,0.006871251
571.37,0.007128351
571.724,0.007848271
572.078,0.00836247
572.432,0.008002614
572.786,0.007951235
573.14,0.007951235
573.494,0.006357052
573.847,0.006922629
574.201,0.007796892
574.555,0.009288112
574.908,0.008465434
575.262,0.006562773
575.615,0.007745514
575.969,0.007796892
576.322,0.006871251
576.676,0.009221594
577.029,0.00870245
577.382,0.007196892
577.736,0.006937321
578.089,0.008339133
578.442,0.008754323
578.795,0.007767908
579.148,0.010311962
579.501,0.008027689
579.854,0.007560418
580.207,0.008287261
580.56,0.007999199
580.913,0.010200494
581.265,0.007475112
581.618,0.007475112
581.971,0.00815651
582.324,0.009309418
582.676,0.008837697
583.029,0.008815351
583.381,0.007863008
583.734,0.007281116
584.086,0.008286319
584.438,0.007915869
584.791,0.008815351
585.143,0.007989849
585.495,0.008043418
585.847,0.007349163
586.2,0.008577394
586.552,0.006761833
586.904,0.009303432
587.256,0.008441203
587.608,0.009195735
587.959,0.008387355
588.311,0.006778147
588.663,0.010095896
589.015,0.007593944
589.367,0.007213327
589.718,0.008980165
590.07,0.007772875
590.421,0.008815655
590.773,0.008541251
591.124,0.00662451
591.476,0.007953562
591.827,0.008895076
592.179,0.009061068
592.53,0.008285769
592.881,0.007801052
593.232,0.009253845
593.584,0.007912926
593.935,0.008695147
594.286,0.008039271
594.637,0.007419311
594.988,0.008264773
595.339,0.007588267
595.689,0.00964511
596.04,0.007427351
596.391,0.009190149
596.742,0.008792231
597.092,0.007427351
597.443,0.008678376
597.794,0.007147865
598.144,0.009327371
598.495,0.008639227
598.845,0.0099009
599.196,0.007205171
599.546,0.006746486
599.896,0.007325319
600.247,0.009754817
600.597,0.007730157
600.947,0.009523614
601.297,0.009176343
601.647,0.008713703
601.997,0.009812851
602.347,0.007672357
602.697,0.010480139
603.047,0.008321351
603.397,0.007737932
603.747,0.010655024
604.096,0.010363315
604.446,0.007796227
604.796,0.010421845
605.145,0.010013311
605.495,0.009138183
605.844,0.008788179
606.194,0.008671355
606.543,0.008087936
606.893,0.006862805
607.242,0.008729649
607.591,0.008274293
607.94,0.010246725
608.29,0.009098048
608.639,0.009921566
608.988,0.008980233
609.337,0.009274414
609.686,0.010098169
610.035,0.009215625
610.384,0.010568954
610.733,0.010451139
611.081,0.011216106
611.43,0.010804347
611.779,0.012098649
612.127,0.010333562
612.476,0.009098048
612.825,0.008980233
613.173,0.009156837
613.522,0.010745321
613.87,0.007391512
614.218,0.008744841
614.567,0.009745199
614.915,0.008215267
615.263,0.010627743
615.611,0.009767809
615.96,0.009827092
616.308,0.007987649
616.656,0.008165737
617.004,0.007453625
617.352,0.008403108
617.7,0.008937131
618.047,0.009055697
618.395,0.008343825
618.743,0.009767809
619.091,0.007814865
619.438,0.009011608
619.786,0.009310733
620.134,0.009071384
620.481,0.009789189
620.829,0.009250956
621.176,0.009250956
621.523,0.010746584
621.871,0.009669635
622.218,0.008301833
622.565,0.009930606
622.912,0.009809821
623.259,0.008181291
623.607,0.009206625
623.954,0.008482888
624.301,0.006974657
624.648,0.00932741
624.994,0.008613185
625.341,0.011289048
625.688,0.010437604
626.035,0.008005046
626.382,0.00855242
626.728,0.009357554
627.075,0.008866988
627.421,0.008683211
627.768,0.00831541
628.114,0.009296295
628.461,0.01036006
628.807,0.009618526
629.154,0.009309512
629.5,0.008324785
629.846,0.009570729
630.192,0.009819968
630.538,0.009072502
630.884,0.008761016
631.231,0.009458464
631.577,0.008076896
631.922,0.008453596
632.268,0.007887299
632.614,0.011368287
632.96,0.006621578
633.306,0.008077259
633.651,0.008459265
633.997,0.008650709
634.343,0.008778167
634.688,0.010903167
635.034,0.009231813
635.379,0.010388865
635.725,0.008589064
636.07,0.009885803
636.415,0.00897898
636.761,0.009561956
637.106,0.0089171
637.451,0.011266542
637.796,0.00957653
638.141,0.010957398
638.486,0.00970794
638.831,0.009913331
639.176,0.009515869
639.521,0.009317271
639.866,0.009920618
640.211,0.009186454
640.555,0.009653576
640.9,0.010061291
641.245,0.010061291
641.589,0.011137371
641.934,0.009254869
642.278,0.010541904
642.623,0.011015946
642.967,0.009731749
643.312,0.009731749
643.656,0.010209251
644,0.009183691
644.344,0.010214562
644.689,0.009595857
645.033,0.00945753
645.377,0.00945753
645.721,0.011477175
646.065,0.007363739
646.409,0.007991217
646.753,0.009803092
647.096,0.011909614
647.44,0.010645757
647.784,0.011639972
648.128,0.009518616
648.471,0.010437861
648.815,0.01357243
649.158,0.009941163
649.502,0.009656606
649.845,0.010082122
650.189,0.012448048
650.532,0.010942301
650.875,0.010656837
651.218,0.010223781
651.562,0.010223781
651.905,0.011674787
652.248,0.011165851
652.591,0.009339331
652.934,0.009851434
653.277,0.009705203
653.62,0.010286343
653.963,0.011244157
654.305,0.009844388
654.648,0.011171414
654.991,0.008872112
655.334,0.009910458
655.676,0.011170992
656.019,0.010349817
656.361,0.011693777
656.704,0.009892414
657.046,0.011320367
657.389,0.009967506
657.731,0.008822797
658.073,0.010411315
658.415,0.012226894
658.757,0.011999833
659.1,0.010022578
659.442,0.012611434
659.784,0.012382888
660.126,0.009794032
660.468,0.011390339
660.809,0.012233576
661.151,0.0127699
661.493,0.010846972
661.835,0.012312502
662.177,0.011078175
662.518,0.010372946
662.86,0.010450508
663.201,0.008199341
663.543,0.010528382
663.884,0.011845279
664.226,0.012235873
664.567,0.011142147
664.908,0.010204534
665.249,0.012077349
665.591,0.011448633
665.932,0.011920249
666.273,0.011441275
666.614,0.013023745
666.955,0.009701036
667.296,0.010650199
667.637,0.013184681
667.978,0.012388661
668.318,0.011751717
668.659,0.010943713
669,0.009501849
669.341,0.011744677
669.681,0.01246561
670.022,0.010285884
670.362,0.012542558
670.703,0.011011267
671.043,0.011078821
671.383,0.009700175
671.724,0.01132188
672.064,0.01132188
672.404,0.013348894
672.744,0.013675279
673.085,0.012859482
673.425,0.012773402
673.765,0.013101765
674.105,0.010146833
674.444,0.011788315
674.784,0.012602512
675.124,0.013510699
675.464,0.013510699
675.804,0.011598024
676.143,0.010933721
676.483,0.011598024
676.823,0.010601402
677.162,0.012168673
677.501,0.012335653
677.841,0.010998803
678.18,0.013171227
678.52,0.012912888
678.859,0.010643625
679.198,0.009887092
679.537,0.011297922
679.876,0.011720653
680.215,0.014426337
680.555,0.012979833
680.894,0.012809888
681.232,0.016551745
681.571,0.011686805
681.91,0.013910647
682.249,0.012528693
682.588,0.012270466
682.926,0.013033317
683.265,0.010177888
683.604,0.011019283
683.942,0.012411506
684.281,0.013455936
684.619,0.011256777
684.957,0.011781783
685.296,0.012904645
685.634,0.010792402
685.972,0.013508082
686.31,0.013065574
686.649,0.012623066
686.987,0.01411745
687.325,0.015185618
687.663,0.014028526
688.001,0.014285659
688.338,0.012764106
688.676,0.013914661
689.014,0.012474614
689.352,0.01037158
689.69,0.013538355
690.027,0.012793865
690.365,0.012247729
690.702,0.014509602
691.04,0.012314293
691.377,0.01090953
691.715,0.013464745
692.052,0.010783418
692.389,0.014744892
692.726,0.014373386
693.064,0.014262723
693.401,0.01501044
693.738,0.016123127
694.075,0.011895817
694.412,0.014035837
694.749,0.013941478
695.086,0.012305594
695.423,0.012942534
695.759,0.009793404
696.096,0.014735884
696.433,0.012625845
696.769,0.011823137
697.106,0.016050916
697.443,0.014790972
697.779,0.015061474
698.116,0.015039717
698.452,0.015017365
698.788,0.016001265
699.125,0.012422709
699.461,0.013975906
699.797,0.013379313
700.133,0.013745657
700.469,0.011906637
700.805,0.014516118
701.141,0.016100964
701.477,0.013780972
701.813,0.014456584
702.149,0.012082598
702.485,0.013202876
702.82,0.012448452
703.156,0.0147709
703.492,0.013433817
703.827,0.013911823
704.163,0.015565504
704.498,0.013562988
704.834,0.014775464
705.169,0.014879703
705.505,0.014950223
705.84,0.015442076
706.175,0.013398446
706.51,0.014311205
706.845,0.012185189
707.18,0.018650008
707.515,0.017448616
707.85,0.017663454
708.185,0.016451183
708.52,0.01522748
708.855,0.015660245
709.19,0.013121116
709.525,0.017363785
709.859,0.013945892
710.194,0.013789207
710.529,0.014513213
710.863,0.016056888
711.198,0.015685801
711.532,0.016423207
711.866,0.015937502
712.201,0.015825853
712.535,0.018252699
712.869,0.015627538
713.203,0.016488912
713.537,0.016602044
713.872,0.018948884
714.206,0.017129502
714.54,0.013548932
714.873,0.017737371
715.207,0.019801801
715.541,0.016200926
715.875,0.017195737
716.209,0.016964534
716.542,0.018431116
716.876,0.016059283
717.21,0.018392956
717.543,0.019173867
717.877,0.017254526
718.21,0.013782016
718.543,0.016854261
718.877,0.017399522
719.21,0.014907251
719.543,0.01747202
719.876,0.020535773
720.209,0.016587124
720.542,0.019539233
720.875,0.020019908
721.208,0.013828773
721.541,0.020063645
721.874,0.01970005
722.207,0.016861291
722.54,0.020593502
722.872,0.016685785
723.205,0.015772207
723.538,0.019775659
723.87,0.017876992
724.203,0.02072012
724.535,0.01708
724.868,0.017895514
725.2,0.017646526
725.532,0.017466072
725.865,0.022558944
726.197,0.020423725
726.529,0.017604143
726.861,0.017546709
727.193,0.021217402
727.525,0.020537986
727.857,0.016090657
728.189,0.017811251
728.521,0.018776984
728.853,0.019673165
729.184,0.018335179
729.516,0.017820876
729.848,0.020083482
730.179,0.017180833
730.511,0.015626056
730.842,0.022187875
731.174,0.016528924
731.505,0.017964622
731.836,0.017246643
732.168,0.019604721
732.499,0.019547291
732.83,0.020148926
733.161,0.020940884
733.492,0.022477299
733.823,0.023226167
734.154,0.018570645
734.485,0.020241932
734.816,0.022511116
735.147,0.020183022
735.478,0.014877641
735.808,0.016417524
736.139,0.018577052
736.47,0.021625805
736.8,0.018849004
737.131,0.016401394
737.461,0.019190797
737.792,0.023011363
738.122,0.019670863
738.452,0.02152894
738.782,0.017542797
739.113,0.0176059
739.443,0.018433452
739.773,0.017669004
740.103,0.023567616
740.433,0.018565592
740.763,0.020025932
741.093,0.017934526
741.423,0.020096946
741.752,0.023035749
742.082,0.019185275
742.412,0.017984522
742.742,0.020238974
743.071,0.021441454
743.401,0.023503127
743.73,0.021021705
744.06,0.021306263
744.389,0.021666365
744.718,0.020881155
745.048,0.020233775
745.377,0.020447562
745.706,0.015971586
746.035,0.019938008
746.364,0.021314414
746.693,0.0208781
747.022,0.022553984
747.351,0.019410406
747.68,0.021531908
748.009,0.019769432
748.338,0.018215398
748.666,0.022488315
748.995,0.020937743
749.323,0.025309363
749.652,0.02768247
749.981,0.019886986
750.309,0.024731514
750.637,0.019869436
750.966,0.021367536
751.294,0.026548526
751.622,0.02180993
751.95,0.017040299
752.279,0.022335562
752.607,0.020739012
752.935,0.022785865
753.263,0.022554538
753.591,0.019868406
753.919,0.022085337
754.246,0.019379426
754.574,0.023001135
754.902,0.023540618
755.23,0.020344482
755.557,0.020252956
755.885,0.019533388
756.212,0.022198209
756.54,0.021953402
756.867,0.023442052
757.195,0.024465339
757.522,0.020573414
757.849,0.02422399
758.176,0.020637506
758.503,0.020382458
758.831,0.022207554
759.158,0.022597859
759.485,0.020893873
759.812,0.026940371
760.138,0.024590199
760.465,0.025803562
760.792,0.024087371
761.119,0.022292749
761.446,0.021114406
761.772,0.0223309
762.099,0.025535697
762.425,0.023388649
762.752,0.023789671
763.078,0.024265343
763.405,0.028348235
763.731,0.024241201
764.057,0.025321873
764.383,0.019832343
764.71,0.025132231
765.036,0.02758007
765.362,0.022727984
765.688,0.024670249
766.014,0.028847578
766.34,0.023269737
766.665,0.026949896
766.991,0.0239211
767.317,0.025201394
767.643,0.024649116
767.968,0.027860982
768.294,0.026889191
768.619,0.026865235
768.945,0.027294143
769.27,0.0234761
769.596,0.029836972
769.921,0.024743602
770.246,0.021769757
770.572,0.02278988
770.897,0.027002729
771.222,0.017667155
771.547,0.027407203
771.872,0.028211594
772.197,0.024628586
772.522,0.025497562
772.847,0.02630393
773.171,0.025332669
773.496,0.024656462
773.821,0.027331749
774.146,0.027851215
774.47,0.026491643
774.795,0.026371697
775.119,0.018915442
775.444,0.026388606
775.768,0.027482396
776.092,0.03147103
776.417,0.026923984
776.741,0.02279847
777.065,0.032460263
777.389,0.028050508
777.713,0.03290355
778.037,0.030307309
778.361,0.032163347
778.685,0.030734582
779.009,0.030611141
779.333,0.028360488
779.657,0.02702488
779.98,0.027158008
780.304,0.026886036
780.627,0.029461283
780.951,0.028307777
781.274,0.03090758
781.598,0.030159171
781.921,0.033817199
782.245,0.030169669
782.568,0.030104855
782.891,0.029759406
783.214,0.029900446
783.537,0.026819024
783.861,0.03299039
784.184,0.028634518
784.506,0.023355709
784.829,0.025526534
785.152,0.020708223
785.475,0.036404325
785.798,0.026283964
786.12,0.029472988
786.443,0.030181161
786.766,0.031246641
787.088,0.031033717
787.411,0.028115283
787.733,0.03260051
788.056,0.03388188
788.378,0.032675974
788.7,0.026681253
789.022,0.025610829
789.345,0.025241163
789.667,0.029318343
789.989,0.029170996
790.311,0.027879861
790.633,0.030531291
790.955,0.031177474
791.276,0.03096208
791.598,0.028440691
791.92,0.031754127
792.242,0.03132049
792.563,0.030306741
792.885,0.031609749
793.206,0.029070677
793.528,0.030663556
793.849,0.029573355
794.171,0.032699195
794.492,0.032480837
794.813,0.03167803
795.134,0.030145179
795.456,0.027578414
795.777,0.030501116
796.098,0.033436673
796.419,0.030789992
796.74,0.038595155
797.061,0.030706741
797.381,0.033439767
797.702,0.032846414
798.023,0.033365016
798.344,0.029640215
798.664,0.037852024
798.985,0.030736972
799.305,0.027422677
799.626,0.035842637
799.946,0.039318661
800.267,0.028056604
800.587,0.027663227
800.907,0.032123725
801.227,0.032650723
801.548,0.032721243
801.868,0.036318295
802.188,0.037550707
802.508,0.027740135
802.828,0.031817833
803.147,0.029084414
803.467,0.038582845
803.787,0.034436554
804.107,0.03010041
804.426,0.04150792
804.746,0.032188685
805.066,0.038438799
805.385,0.030717645
805.705,0.024319554
806.024,0.034512777
806.343,0.033620462
806.663,0.036901966
806.982,0.038752811
807.301,0.032328819
807.62,0.033683665
807.939,0.034310821
808.258,0.028470323
808.577,0.034023904
808.896,0.038628
809.215,0.036466498
809.534,0.025925948
809.852,0.043108151
810.171,0.035461255
810.49,0.034840478
810.808,0.036755096
811.127,0.037154056
811.445,0.048567143
811.764,0.03384247
812.082,0.040424845
812.401,0.042993526
812.719,0.031431036
813.037,0.02741747
813.355,0.040485703
813.673,0.042225568
813.991,0.037939717
814.309,0.039949243
814.627,0.029913649
814.945,0.04382256
815.263,0.036140137
815.581,0.043058223
815.899,0.037835092
816.216,0.043725167
816.534,0.040858247
816.851,0.041557661
817.169,0.03672239
817.486,0.039076912
817.804,0.045151604
818.121,0.032415006
818.438,0.036813825
818.756,0.040054813
819.073,0.038492303
819.39,0.037265924
819.707,0.04856103
820.024,0.049015799
820.341,0.037653438
820.658,0.040965149
820.975,0.036232279
821.292,0.044015373
821.608,0.043063817
821.925,0.039671992
822.242,0.041056558
822.558,0.042750394
822.875,0.033037116
823.191,0.041005147
823.508,0.036381275
823.824,0.046942869
824.141,0.035826167
824.457,0.054670524
824.773,0.047170022
825.089,0.041161436
825.405,0.039812104
825.721,0.041868596
826.037,0.039506633
826.353,0.04463911
826.669,0.033529363
826.985,0.046568916
827.301,0.051541763
827.617,0.049236494
827.932,0.048825301
828.248,0.048409462
828.563,0.040498032
828.879,0.043017657
829.194,0.043865508
