wavelength nm,W/m^2/nm
829.51,0.245265725
829.825,0.248349681
830.14,0.250131402
830.456,0.251254747
830.771,0.251044861
831.086,0.255466056
831.401,0.261635472
831.716,0.262454522
832.031,0.249019602
832.346,0.253818633
832.661,0.261061002
832.976,0.284025777
833.29,0.270457745
833.605,0.260959793
833.92,0.269688681
834.234,0.273275175
834.549,0.275446311
834.863,0.271376739
835.178,0.27217751
835.492,0.29130595
835.806,0.275892486
836.121,0.295123745
836.435,0.283880106
836.749,0.299022096
837.063,0.291951789
837.377,0.289553863
837.691,0.317093821
838.005,0.299885789
838.319,0.300747384
838.633,0.311851036
838.946,0.311278518
839.26,0.307002777
839.574,0.321198653
839.887,0.333267825
840.201,0.339823695
840.514,0.318641205
840.828,0.324787968
841.141,0.324939205
841.455,0.340230649
841.768,0.328254237
842.081,0.355490622
842.394,0.347292629
842.707,0.354022546
843.02,0.356546725
843.333,0.357140112
843.646,0.365975769
843.959,0.37597396
844.272,0.379053466
844.585,0.379301163
844.898,0.394095618
845.21,0.405499004
845.523,0.422282845
845.835,0.406231135
846.148,0.410952066
846.46,0.4181171
846.773,0.426132878
847.085,0.415093625
847.397,0.418549323
847.71,0.426615034
848.022,0.431856275
848.334,0.428164303
848.646,0.425566147
848.958,0.455205968
849.27,0.457667255
849.582,0.451359612
849.894,0.463151486
850.205,0.471394667
850.517,0.435898952
850.829,0.444632769
851.141,0.452242823
851.452,0.44997361
851.764,0.455919594
852.075,0.433378022
852.386,0.432278311
852.698,0.422534876
853.009,0.428771468
853.32,0.432416876
853.632,0.418566406
853.943,0.408967225
854.254,0.417882988
854.565,0.417972321
854.876,0.407772279
855.187,0.405548167
855.497,0.405995378
855.808,0.396058709
856.119,0.39598388
856.43,0.381377677
856.74,0.390828821
857.051,0.355438275
857.361,0.360191594
857.672,0.345669066
857.982,0.349004502
858.293,0.339431753
858.603,0.327220369
858.913,0.307165219
859.223,0.305786283
859.533,0.308017938
859.844,0.300298815
860.154,0.296312414
860.464,0.307584978
860.773,0.274290092
861.083,0.274938347
861.393,0.283520641
861.703,0.266986325
862.013,0.256620207
862.322,0.256679012
862.632,0.257714008
862.941,0.221171315
863.251,0.223643426
863.56,0.233869323
863.869,0.20840002
864.179,0.209455578
864.488,0.211473227
864.797,0.204887928
865.106,0.188590538
865.415,0.196740259
865.724,0.198136574
866.033,0.199164143
866.342,0.190696315
866.651,0.191733765
866.96,0.19251247
867.269,0.182554382
867.577,0.178884502
867.886,0.18586241
868.195,0.168403506
868.503,0.171580159
868.812,0.185998805
869.12,0.175863466
869.428,0.183947271
869.737,0.161704382
870.045,0.174214143
870.353,0.171406554
870.661,0.160213546
870.969,0.148585179
871.277,0.17449496
871.585,0.152147072
871.893,0.170402749
872.201,0.169622709
872.509,0.159387251
872.817,0.174172311
873.124,0.152745657
873.432,0.161581195
873.739,0.145382988
874.047,0.17054761
874.354,0.148959721
874.662,0.136100916
874.969,0.16316749
875.276,0.163350598
875.584,0.149705976
875.891,0.140781813
876.198,0.170899641
876.505,0.150993227
876.812,0.13702739
877.119,0.147364781
877.426,0.139366614
877.733,0.172629482
878.04,0.156566295
878.346,0.140991992
878.653,0.156554064
878.96,0.167912032
879.266,0.152641434
879.573,0.162845797
879.879,0.169251195
880.185,0.176382888
880.492,0.155539124
880.798,0.167939761
881.104,0.191570339
881.411,0.161208406
881.717,0.164412251
882.023,0.168992191
882.329,0.18311506
882.635,0.166171175
882.941,0.157831315
883.246,0.182341972
883.552,0.183653785
883.858,0.191240378
884.164,0.202396793
884.469,0.18627741
884.775,0.17981253
885.08,0.18106996
885.386,0.180358566
885.691,0.187344622
885.996,0.195133944
886.302,0.188636653
886.607,0.184116036
886.912,0.212461853
887.217,0.189027251
887.522,0.211710757
887.827,0.209457789
888.132,0.196199163
888.437,0.204932271
888.742,0.198256972
889.046,0.200324661
889.351,0.206298486
889.656,0.203907092
889.96,0.198439781
890.265,0.223404382
890.569,0.22105749
890.874,0.222579084
891.178,0.207931574
891.483,0.210994522
891.787,0.227784861
892.091,0.255550996
892.395,0.247067331
892.699,0.215441594
893.003,0.24938247
893.307,0.209273068
893.611,0.22458506
893.915,0.251756693
894.219,0.219928227
894.523,0.258827291
894.826,0.230705179
895.13,0.242422988
895.433,0.239241155
895.737,0.233736335
896.04,0.249447012
896.344,0.252611952
896.647,0.236676414
896.95,0.267721833
897.254,0.264579562
897.557,0.225331673
897.86,0.226932311
898.163,0.242151275
898.466,0.248480837
898.769,0.254124143
899.072,0.272710438
899.375,0.268656175
899.677,0.268656175
899.98,0.254793526
900.283,0.268664044
900.585,0.26458506
900.888,0.255517649
901.191,0.286707131
901.493,0.28100245
901.795,0.256231892
902.098,0.2826851
902.4,0.273548845
902.702,0.312777928
903.004,0.267656275
903.306,0.251586454
903.608,0.2793249
903.91,0.287733466
904.212,0.256448904
904.514,0.309826135
904.816,0.315781036
905.118,0.280911633
905.42,0.310772789
905.721,0.307408088
906.023,0.299664741
906.324,0.328208665
906.626,0.297060757
906.927,0.30746008
907.228,0.289183426
907.53,0.329336355
907.831,0.298632231
908.132,0.32863259
908.433,0.320666733
908.734,0.301098406
909.035,0.331406673
909.336,0.334140398
909.637,0.357692092
909.938,0.350549323
910.239,0.319523008
910.54,0.335963426
910.84,0.32482496
911.141,0.35258988
911.441,0.30493757
911.742,0.325339044
912.042,0.342249801
912.343,0.352550996
912.643,0.361992669
912.943,0.3925051
913.244,0.358088446
913.544,0.36089761
913.844,0.372439044
914.144,0.370446335
914.444,0.377221554
914.744,0.378139641
915.044,0.381031873
915.343,0.348150418
915.643,0.383734701
915.943,0.36545259
916.243,0.385330797
916.542,0.405625159
916.842,0.371590757
917.141,0.391775498
917.441,0.410331952
917.74,0.378736733
918.039,0.406642629
918.338,0.37665259
918.638,0.414715697
918.937,0.384062151
919.236,0.416143625
919.535,0.413696414
919.834,0.453820418
920.133,0.397282052
920.431,0.467596614
920.73,0.409334622
921.029,0.410699761
921.328,0.424954661
921.626,0.468644701
921.925,0.479613327
922.223,0.478199044
922.522,0.415773705
922.82,0.484021833
923.118,0.457238247
923.417,0.448418426
923.715,0.502256016
924.013,0.45042012
924.311,0.516982809
924.609,0.549481494
924.907,0.49681
925.205,0.498263845
925.503,0.496468805
925.801,0.553541355
926.098,0.555311594
926.396,0.530047809
926.694,0.532830757
926.991,0.514060219
927.289,0.553343227
927.586,0.56411994
927.884,0.527116753
928.181,0.545773486
928.478,0.517405697
928.775,0.610938247
929.073,0.582511135
929.37,0.563263207
929.667,0.556775857
929.964,0.633738645
930.261,0.568065618
930.557,0.612035219
930.854,0.618388526
931.151,0.635707649
931.448,0.671563147
931.744,0.596760956
932.041,0.648523944
932.337,0.606706972
932.634,0.630952112
932.93,0.607457968
933.227,0.713933048
933.523,0.705145817
933.819,0.668731195
934.115,0.678211614
934.412,0.684039363
934.708,0.678628486
935.004,0.738411633
935.3,0.708651992
935.595,0.731001833
935.891,0.769078586
936.187,0.757584582
936.483,0.688100398
936.778,0.751832769
937.074,0.732748048
937.369,0.773612032
937.665,0.792949104
937.96,0.818508367
938.256,0.800170697
938.551,0.762396813
938.846,0.819006096
939.141,0.816719522
939.437,0.841665478
939.732,0.839312032
940.027,0.827532371
940.322,0.856584143
940.617,0.806629482
940.911,0.833826096
941.206,0.79455255
941.501,0.816288645
941.796,0.86531241
942.09,0.919268526
942.385,0.910390438
942.679,0.893311315
942.974,0.927780777
943.268,0.847908526
943.562,0.915105418
943.857,0.940429681
944.151,0.910228685
944.445,0.981562231
944.739,0.897951992
945.033,0.921270717
945.327,0.996201892
945.621,1.014048924
945.915,0.920846653
946.208,0.968779522
946.502,0.966343625
946.796,1.022065458
947.089,0.907076653
947.383,0.956164661
947.676,0.964497251
947.97,1.028246554
948.263,1.027886255
948.557,1.064843606
948.85,1.038472709
949.143,1.097220717
949.436,1.003774064
949.729,1.028937869
950.022,1.032537789
950.315,1.053186454
950.608,1.081135458
950.901,1.069473307
951.194,1.043170916
951.487,0.954517231
951.779,1.051425578
952.072,0.979708327
952.364,0.999504781
952.657,0.990632331
952.949,1.050314422
953.242,1.007422709
953.534,1.021313665
953.826,1.025222211
954.118,1.138991474
954.411,1.11040004
954.703,1.086708725
954.995,1.042666474
955.287,1.010830438
955.579,0.964914263
955.87,0.952892769
956.162,0.996128446
956.454,1.006224343
956.746,0.98184496
957.037,0.929864542
957.329,0.890581912
957.62,1.007688825
957.912,1.066769602
958.203,0.907660159
958.494,1.029189124
958.786,1.010447809
959.077,0.936867291
959.368,0.950563745
959.659,1.032455139
959.95,0.969895936
960.241,0.962172829
960.532,0.947480199
960.823,0.962109084
961.114,0.937904681
961.404,1.016779124
961.695,0.875490538
961.986,0.933963984
962.276,0.864686653
962.567,0.838957072
962.857,0.927993068
963.147,0.901008765
963.438,0.878198247
963.728,0.808660319
964.018,0.736886056
964.308,0.741838247
964.598,0.963109084
964.888,0.760469163
965.178,0.846386454
965.468,0.852981673
965.758,0.745487171
966.048,0.760919522
966.338,0.828784741
966.627,0.791338904
966.917,0.710137649
967.206,0.783977689
967.496,0.858842629
967.785,0.800579502
968.075,0.691598486
968.364,0.801588884
968.653,0.746959602
968.942,0.86351745
969.232,0.869549004
969.521,0.862293327
969.81,0.859031773
970.099,0.788198127
970.388,0.66665504
970.676,0.818499044
970.965,0.816552729
971.254,0.836530996
971.543,0.768328287
971.831,0.788103964
972.12,0.841978984
972.408,0.813169721
972.697,0.9700749
972.985,0.849106813
973.273,0.836656175
973.561,0.974637829
973.85,0.764856574
974.138,0.757289761
974.426,0.950405976
974.714,0.747993227
975.002,0.882640239
975.29,0.860361753
975.577,0.790762948
975.865,0.84544502
976.153,0.953941235
976.441,0.802663745
976.728,0.91249502
977.016,0.904541833
977.303,0.803003187
977.59,0.865612749
977.878,1.135942629
978.165,0.806306773
978.452,0.792148406
978.74,0.810498008
979.027,0.850658964
979.314,0.74807749
979.601,1.005350598
979.888,0.937373904
980.174,0.743740239
980.461,0.761941036
980.748,0.914144821
981.035,0.933853386
981.321,1.092184064
981.608,1.061035458
981.894,0.874807371
982.181,0.812031873
982.467,0.953324701
982.754,1.096668327
983.04,0.942445418
983.326,0.989277689
983.612,1.223605578
983.898,0.956957769
984.184,1.018193825
984.47,1.155268924
984.756,0.971270916
985.042,0.985174303
985.328,1.146635857
985.614,1.02743506
985.899,0.99163247
986.185,0.961678685
986.47,0.947154382
986.756,1.063359363
987.041,1.292808765
987.327,1.12970259
987.612,1.069541036
987.897,1.295989243
988.182,1.167316733
988.468,1.197968127
988.753,1.221191036
989.038,0.947716733
989.323,1.323633466
989.607,1.075847809
989.892,1.113435857
990.177,1.095770916
990.462,1.125553386
990.746,1.240288446
991.031,1.080556375
991.315,1.017245618
991.6,1.414050996
991.884,1.265996016
992.169,1.29065498
992.453,1.325469323
992.737,1.206431474
993.021,1.383434661
993.305,1.471266932
993.59,1.577226693
993.874,1.290402789
994.157,1.537721116
994.441,1.647650797
994.725,1.21776992
995.009,1.14565757
995.293,1.326735857
995.576,1.381780876
995.86,1.483621912
996.143,1.456733068
996.427,1.274065339
996.71,1.465711554
996.993,1.50043506
997.277,1.449968725
997.56,1.711878884
997.843,1.353386454
998.126,1.462545418
998.409,1.291969124
998.692,1.613240637
998.975,1.668483267
999.258,1.71325757
999.541,2.036619323
999.823,1.681257371
1000.106,1.952359363
1000.388,1.799927092
1000.671,1.930166932
1000.954,2.244824701
1001.236,2.193173307
1001.518,1.641316733
1001.801,1.858017928
1002.083,1.930359761
1002.365,1.586336255
1002.647,1.611317928
1002.929,1.739951394
1003.211,1.818497211
1003.493,1.766557769
1003.775,2.092359163
1004.057,1.60463745
1004.338,1.839870518
1004.62,1.955751394
1004.902,2.183925299
1005.183,2.136366534
1005.465,1.843906773
1005.746,2.075844622
1006.028,1.963150398
1006.309,2.054956175
1006.59,2.170504781
1006.871,2.059585857
1007.153,2.162643028
1007.434,2.57503745
1007.715,2.25065259
1007.996,2.419078486
1008.277,2.109322709
1008.557,2.233923108
1008.838,2.583686056
1009.119,2.03030498
1009.4,2.512040239
1009.68,2.83784004
1009.961,2.318505179
1010.241,3.163247012
1010.522,2.403392032
1010.802,2.501364542
1011.082,2.697842032
1011.362,2.516694821
1011.643,2.562427888
1011.923,3.091888446
1012.203,2.801891036
1012.483,2.624422112
1012.763,2.83494502
1013.042,2.645086853
1013.322,2.634226295
1013.602,2.285356972
1013.882,3.292538247
1014.161,2.821618127
1014.441,2.873944223
1014.72,2.649522908
1015,3.137846215
1015.279,3.375740239
1015.558,3.302021116
1015.838,2.886062151
1016.117,2.281391235
1016.396,3.046784661
1016.675,3.436355578
1016.954,3.056963546
1017.233,3.159367928
1017.512,3.149692829
1017.791,3.193082669
1018.07,3.754828685
1018.348,3.323360159
1018.627,3.531255777
1018.905,3.56972988
1019.184,3.335279283
1019.462,3.25204741
1019.741,3.583626096
1020.019,2.337330677
1020.297,3.045322709
1020.576,3.808070319
1020.854,3.408398606
1021.132,3.353784861
1021.41,3.353784861
1021.688,3.353784861

